External_ID,Molecule SMILES,First Sample Reg. Date,SAU Gyr IC50 (µM),SAU Gyr Ki (µM),Sau516 MIC (µg/ml),Sau516  MIC (µM),Mean Human Prot binding (% free),Mean LogD,Determination of pKa HA1,Determination of pKa HA2,Determination of pKa B1,Determination of pKa B2,Sirius pKa
AZ1791,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)c4nc(cc(n4)OC)OC,2/9/2007,0.0277,0.0462,1,1.668,<1,4.41,,,,,
AZ1792,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4cc(nc(n4)N(C)C)N(C)C)Cl)Cl,2/9/2007,<0.00977,0.00574,0.5,0.8368,<0.2,4.06,,,,,
AZ1793,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4nc(cc(n4)OC)OC)Cl)Cl,2/9/2007,<0.00977,0.00466,0.0249,0.04349,3.2,1.68,,,,,
AZ1794,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)c4cn(cn4)C,2/16/2007,0.01,0.0103,1,1.847,,,,,,,
AZ1795,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(c(s3)C(=O)O)c4cn(cn4)C)Cl)Cl,2/16/2007,<0.00977,0.000598,0.25,0.4986,4,2.53,,,,,
AZ1796,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4cn(cn4)C)Cl)Cl,2/16/2007,<0.00977,<0.000681,0.13,0.2532,1.9,2.54,2.44,12.1,,,
AZ1797,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(c(s3)C(=O)O)c4cc(nc(n4)N(C)C)N(C)C)Cl)Cl,2/19/2007,<0.00977,0.00329,1,1.708,<0.2,3.61,,,,,
AZ1798,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)F)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)c4cn(cn4)C,2/19/2007,0.0339,0.0226,2,3.778,,,,,,,
AZ1799,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)c4cnccn4,3/5/2007,0.0288,0.0145,2,3.708,,,,,,,
AZ1800,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)c4nc5ccccc5s4,3/5/2007,0.104,,32,53.82,,,,,,,
AZ1801,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4cnccn4)Cl)Cl,3/5/2007,0.00101,<0.000681,0.0312,<0.0382,6.233,1.24,2.66,11.95,5.42,,
AZ1802,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4nc5ccccc5s4)Cl)Cl,3/5/2007,<0.00977,,<0.063,<0.1112,NV,2.18,,,,,
AZ1803,CCOC(=O)c1c(nc(s1)N2CCCC(CC2)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)C(=O)N[C@@H](C)COC,3/14/2007,1.96,,>64,>114.2,<1,>3,,,,,
AZ1804,Cc1c(c(c([nH]1)C(=O)NC2CCCN(CC2)c3nc(c(s3)C(=O)O)C(=O)N[C@@H](C)COC)Cl)Cl,3/16/2007,0.336,,32,60.1,NV,1.52,,,,,
AZ1805,Cc1c(c(c([nH]1)C(=O)NC2CCCN(CC2)c3nc(c(s3)C(=O)OC)C(=O)C)Cl)Cl,3/19/2007,4.62,,>64,>135.2,<1,>3,,,,,
AZ1806,Cc1c(c(c([nH]1)C(=O)NC2CCCN(CC2)c3nc(c(s3)C(=O)OC)c4ncnn4C)Cl)Cl,3/21/2007,14.3,,>64,>124.9,<1,2.92,,,,,
AZ1807,Cc1c(c(c([nH]1)C(=O)NC2CCCN(CC2)c3nc(c(s3)C(=O)O)C(=O)C)Cl)Cl,3/21/2007,1.36,,>64,>139.3,NV,0.46,,,,,
AZ1808,Cc1c(c(c([nH]1)C(=O)NC2CCCN(CC2)c3nc(c(s3)C(=O)OC)c4nccn4C)Cl)Cl,3/22/2007,8.67,,>64,>125.1,,,,,,,
AZ1809,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)F)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)c4cnccn4,4/2/2007,0.0628,,16,30.34,,,,,,,
AZ1810,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)F)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)c4nc5ccccc5s4,4/2/2007,0.138,,16,27.47,,,,,,,
AZ1811,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(c(s3)C(=O)O)c4nc5ccccc5s4)Cl)Cl,4/2/2007,<0.00977,<0.00127,<0.063,<0.1136,,,,,,,
AZ1812,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(c(s3)C(=O)O)c4cnccn4)Cl)Cl,4/2/2007,<0.00977,0.000719,<0.063,<0.1262,1.5,,,,,,
AZ1813,Cc1c(c(c([nH]1)C(=O)NC2CCCN(CC2)c3nc(cs3)C(=O)O)Cl)Cl,4/5/2007,1.84,,>64,>153.4,,,,,,,
AZ1814,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)OC)c4nccc(n4)OC)Cl)Cl,4/5/2007,0.0214,0.00773,1,1.8,,,,,,,
AZ1815,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4nccc(n4)OC)Cl)Cl,4/6/2007,<0.00977,<0.000681,<0.063,<0.1164,3.6,,,,,,
AZ1816,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)c4nnco4,4/6/2007,0.0143,0.00771,1,1.889,,,,,,,
AZ1817,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)c4nnc(o4)C,4/30/2007,0.0146,0.00591,1,1.84,<1,>3,,,,,
AZ1818,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)c4nc(no4)C,4/30/2007,0.0303,0.0171,2,3.68,<1,>3,,,,,
AZ1819,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4nnc(o4)C)Cl)Cl,5/7/2007,<0.00977,,1,1.94,3.1,-0.39,,,,,
AZ1820,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4nc(no4)C)Cl)Cl,5/7/2007,<0.00977,,0.13,0.2522,1.5,0.07,2.43,11.75,3.91,,
AZ1821,Cc1cnc(c(n1)C)c2c(sc(n2)N3CC[C@H]([C@H](C3)OC)NC(=O)c4c(c(c([nH]4)C)Cl)Cl)C(=O)OC,5/18/2007,0.0215,0.0189,2,3.614,<1,>3,,,,,
AZ1822,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)OC)c4cn(nn4)C)Cl)Cl,6/1/2007,<0.00977,0.00478,,0.78,<1,>3,,,,,
AZ1823,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(c(s3)C(=O)OC)c4cn(nn4)C)Cl)Cl,6/1/2007,<0.00977,0.00525,,1.56,NV,2.09,,,,,
AZ1824,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(c(s3)C(=O)O)c4cn(nn4)C)Cl)Cl,6/1/2007,<0.00977,<0.000681,,0.78,<1,0.49,,,,,
AZ1825,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4cn(nn4)C)Cl)Cl,6/1/2007,<0.00977,<0.000681,,<0.2,<1,0.62,,,,,
AZ1826,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)OC)c4cccc(n4)OC)Cl)Cl,6/5/2007,0.0137,0.0149,,3.13,<1,3.5,,,,,
AZ1827,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(c(s3)C(=O)OC)c4cccc(n4)OC)Cl)Cl,6/5/2007,0.0271,0.0216,,4.423,<1,3.75,,,,,
AZ1828,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4cccc(n4)OC)Cl)Cl,6/11/2007,<0.00977,0.000904,,0.049,<1,2.4,,,,,
AZ1829,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(c(s3)C(=O)O)c4cccc(n4)OC)Cl)Cl,6/11/2007,<0.00977,0.00221,,0.098,<1,NV,,,,,
AZ1830,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)c4cnc(cn4)C,6/28/2007,<0.00977,,,3.13,<1,>3,,,,,
AZ1831,Cc1cnc(cn1)c2c(sc(n2)N3CC[C@H]([C@H](C3)OC)NC(=O)c4c(c(c([nH]4)C)Cl)Cl)C(=O)O,7/2/2007,<0.00977,,,<0.024,<1,1.54,,,,,
AZ1832,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)F)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)c4cnc(cn4)C,7/2/2007,0.018,,,3.13,<1,>3,,,,,
AZ1833,Cc1cnc(cn1)c2c(sc(n2)N3CC[C@H]([C@H](C3)F)NC(=O)c4c(c(c([nH]4)C)Cl)Cl)C(=O)O,7/5/2007,<0.00977,,,0.049,<1,1.49,,,,,
AZ1834,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)F)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)c4c(cccn4)F,7/11/2007,0.0241,,,3.13,<1,>3,,,,,
AZ1835,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)c4c(cccn4)F,7/11/2007,0.0177,,,1.56,<1,>3,,,,,
AZ1836,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(c(s3)C(=O)O)c4c(cccn4)F)Cl)Cl,7/16/2007,<0.00977,,,<0.2,2.1,0.35,,,,,
AZ1837,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4c(cccn4)F)Cl)Cl,7/16/2007,<0.00977,,,<0.2,2.2,0.43,,,,,
AZ1838,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4cc(ccn4)OC)Cl)Cl,7/16/2007,<0.00977,,,<0.2,<1,>3.5,,,,,
AZ1839,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)F)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)c4cc(ccn4)OC,7/16/2007,0.0847,,,3.13,<1,>3,,,,,
AZ1840,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(c(s3)C(=O)O)c4cc(ccn4)OC)Cl)Cl,7/19/2007,<0.00977,,,0.39,<1,>3,,,,,
AZ1841,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4ncccn4)C#N)Cl,9/27/2007,<0.00977,0.00179,,1.282,5.675,-0.195,,,,,
AZ1842,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)C#N)c4ncccn4,10/8/2007,0.0395,,,3.13,,,,,,,
AZ1843,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)OC)c4ncnn4C)C#N)Cl,10/8/2007,0.044,,,,<1,2.59,,,,,
AZ1844,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)OC)c4cn(nn4)C)C#N)Cl,10/8/2007,<0.00977,,,1.56,<1,3.38,,,,,
AZ1845,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)C#N)c4c(cccn4)F,10/8/2007,0.0264,,,1.56,<1,>3,,,,,
AZ1846,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)C#N)c4cn(cn4)C,10/8/2007,0.0156,,,3.13,<1,3.84,,,,,
AZ1847,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4cn(cn4)C)C#N)Cl,10/12/2007,<0.00977,0.00215,,1.56,<1,1.77,,,,,
AZ1848,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4ncnn4C)C#N)Cl,10/12/2007,<0.00977,0.00365,,3.13,1.6,-0.84,,,,,
AZ1849,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4cn(nn4)C)C#N)Cl,10/12/2007,<0.00977,0.00271,,6.25,1.8,-0.39,,,,,
AZ1850,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4c(cccn4)F)C#N)Cl,10/12/2007,<0.00977,0.00103,,0.78,3,-0.43,,,,,
AZ1851,Cc1cnc(cn1)c2c(sc(n2)N3CC[C@H]([C@H](C3)OC)NC(=O)c4c(c(c([nH]4)C)Cl)C#N)C(=O)O,10/12/2007,<0.00977,0.00234,,<0.3148,<1,0.67,,,,,
AZ1852,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OCc3ccccc3)c4nc(c(s4)C(=O)O)c5c(cccn5)F)Cl)Cl,1/9/2008,0.000973,,,0.098,<1,1.64,,,,,
AZ1853,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OCc3ccccc3)c4nc(c(s4)C(=O)O)c5c(cccn5)F)C#N)Cl,1/9/2008,0.00295,,,0.78,NV,0.58,,,,,
AZ1854,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OCc3ccccc3)c4nc(c(s4)C(=O)O)c5cnccn5)Cl)Cl,1/9/2008,0.00146,,,0.049,<1,2.22,,,,,
AZ1855,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OCc3ccccc3)c4nc(c(s4)C(=O)O)c5cnccn5)C#N)Cl,1/9/2008,0.00717,,,0.39,3.5,1.15,,,,,
AZ1856,Cc1c(cc([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OCc3ccccc3)c4nc(c(s4)C(=O)O)c5c(cccn5)F)Cl,1/30/2008,0.00736,,,0.78,<1,0.68,,,,,
AZ1857,Cc1c(cc([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OCc3ccccc3)c4nc(c(s4)C(=O)O)c5cnccn5)Cl,1/30/2008,0.0106,,,0.39,<1,1.25,,,,,
AZ1858,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OCc3ccccc3)c4nc(c(s4)C(=O)O)c5ncnn5C)C#N)Cl,2/11/2008,0.00703,,,3.13,NV,NV,,,,,
AZ1859,Cc1c(cc([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OCc3ccccc3)c4nc(c(s4)C(=O)O)c5ncnn5C)Cl,2/11/2008,0.0145,,,3.13,<1,0.33,,,,,
AZ1860,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OCc3ccccc3)c4nc(c(s4)C(=O)O)c5ncnn5C)Cl)Cl,2/11/2008,0.0022,,,0.2,NV,NV,,,,,
AZ1861,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2C)c3nc(c(s3)C(=O)O)c4ncnn4C)Cl)Cl,3/10/2008,0.00665,,,0.39,2.2,0.42,,,,,
AZ1862,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2C)c3nc(c(s3)C(=O)O)c4c(cccn4)F)Cl)Cl,3/10/2008,0.00223,,,0.2,1.4,0.77,,,,,
AZ1863,Cc1c(cc([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2C)c3nc(c(s3)C(=O)O)c4c(cccn4)F)Cl,3/10/2008,0.0349,,,6.25,2.4,-0.01,,,,,
AZ1864,Cc1c(cc([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2C)c3nc(c(s3)C(=O)O)c4cnccn4)Cl,3/10/2008,0.0393,,,6.25,2.7,0.4,,,,,
AZ1865,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2C)c3nc(c(s3)C(=O)O)c4cnccn4)Cl)Cl,3/10/2008,0.00259,,,0.2,1.1,1.28,,,,,
AZ1866,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2C)c3nc(c(s3)C(=O)O)c4ncnn4C)C#N)Cl,3/26/2008,0.0283,,,6.25,1.6,-0.39,,,,,
AZ1867,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2C)c3nc(c(s3)C(=O)O)c4c(cccn4)F)C#N)Cl,3/26/2008,0.0198,,,6.25,1.6,-0.1,,,,,
AZ1868,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2C)c3nc(c(s3)C(=O)O)c4cnccn4)C#N)Cl,3/26/2008,0.0298,,,3.13,1.4,0.38,,,,,
AZ1869,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OCc3ccccc3)c4nc(c(s4)C(=O)O)c5nccn5CCOC)Cl)Cl,3/27/2008,0.00282,,,0.39,<1,>3,,,,,
AZ1870,Cc1c(cc([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OCc3ccccc3)c4nc(c(s4)C(=O)O)c5nccn5CCOC)Cl,3/27/2008,0.0106,,,1.56,1.2,>3,,,,,
AZ1871,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OCc3ccccc3)c4nc(c(s4)C(=O)O)c5nccn5CCOC)C#N)Cl,3/27/2008,0.00733,,,1.56,3.6,2.16,,,,,
AZ1872,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2C)c3nc(c(s3)C(=O)O)c4nccn4CCOC)Cl)Cl,4/3/2008,0.00698,,,0.78,1.2,>2.5,,,,,
AZ1873,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2C)c3nc(c(s3)C(=O)O)c4nccn4CCOC)C#N)Cl,4/9/2008,0.0219,,,3.13,<1,1.93,,,,,
AZ1874,CCO[C@H]1CN(CC[C@H]1NC(=O)c2c(c(c([nH]2)C)Cl)Cl)c3nc(c(s3)C(=O)O)c4ncnn4C,5/2/2008,0.00259,,,<0.2,1.6,0.63,,,,,
AZ1875,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OCC=C)c3nc(c(s3)C(=O)O)c4ncnn4C)Cl)Cl,5/12/2008,0.00171,,,<0.2,1.4,0.76,,,,,
AZ1876,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OCC=C)c3nc(c(s3)C(=O)O)c4cnccn4)Cl)Cl,5/12/2008,0.000769,,,<0.2,1.2,1.65,,,,,
AZ1877,CCO[C@H]1CN(CC[C@H]1NC(=O)c2c(c(c([nH]2)C)Cl)C#N)c3nc(c(s3)C(=O)O)c4nccn4CCOC,5/12/2008,0.00329,,,0.39,3.9,2.13,,,,,
AZ1878,CCO[C@H]1CN(CC[C@H]1NC(=O)c2c(c(c([nH]2)C)Cl)C#N)c3nc(c(s3)C(=O)O)c4cnccn4,5/12/2008,0.00432,,,<0.2,3.5,0.68,,,,,
AZ1879,CCO[C@H]1CN(CC[C@H]1NC(=O)c2c(c(c([nH]2)C)Cl)Cl)c3nc(c(s3)C(=O)O)c4nccn4CCOC,5/12/2008,0.00154,,,<0.2,1.8,2.45,,,,,
AZ1880,CCO[C@H]1CN(CC[C@H]1NC(=O)c2c(c(c([nH]2)C)Cl)Cl)c3nc(c(s3)C(=O)O)c4cnccn4,5/12/2008,0.00154,,,<0.2,1.7,1.64,,,,,
AZ1881,CCO[C@H]1CN(CC[C@H]1NC(=O)c2c(c(c([nH]2)C)Cl)C#N)c3nc(c(s3)C(=O)O)c4c(cccn4)F,5/21/2008,0.00273,,,0.39,2.6,0.15,,,,,
AZ1882,CCO[C@H]1CN(CC[C@H]1NC(=O)c2c(c(c([nH]2)C)Cl)Cl)c3nc(c(s3)C(=O)O)c4c(cccn4)F,5/21/2008,0.00219,,,<0.2,<1,0.93,,,,,
AZ1883,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OCc3ccccc3)c4nc(c(s4)C(=O)O)c5[nH]nnn5)Cl)Cl,5/22/2008,0.00294,,,50,<1,0.38,,,,,
AZ1884,Cc1c(cc([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OCc3ccccc3)c4nc(c(s4)C(=O)O)c5[nH]nnn5)Cl,5/22/2008,0.0124,,,200,<1,-0.57,,,,,
AZ1885,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OCc3ccccc3)c4nc(c(s4)C(=O)O)c5[nH]nnn5)C#N)Cl,5/22/2008,0.00627,,,>200,10.3,-0.57,,,,,
AZ1886,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OCC=C)c3nc(c(s3)C(=O)O)c4nccn4CCOC)Cl)Cl,6/20/2008,0.0015,,,<0.2,1,>3,,,,,
AZ1887,CCO[C@H]1CN(CC[C@H]1NC(=O)c2c(c(c([nH]2)C)Cl)C#N)c3nc(c(s3)C(=O)O)c4ncnn4C,6/20/2008,0.00588,,,1.56,2.1,-0.22,,,,,
AZ1888,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OCC=C)c3nc(c(s3)C(=O)O)c4ncnn4C)C#N)Cl,7/16/2008,5.97,,,>200,1.4,-0.17,,,,,
AZ1889,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OCC=C)c3nc(c(s3)C(=O)O)c4c(cccn4)F)C#N)Cl,7/16/2008,0.00273,,,0.78,2.9,0.44,,,,,
AZ1890,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OCC=C)c3nc(c(s3)C(=O)O)c4cnccn4)C#N)Cl,7/16/2008,0.00243,,,0.39,2.5,0.74,,,,,
AZ1891,CCO[C@H]1CN(CC[C@H]1NC(=O)c2cc(c([nH]2)C)Cl)c3nc(c(s3)C(=O)O)c4ncnn4C,12/4/2008,0.0311,,,1.56,12.1,-0.5,,,,,
AZ1892,CCCO[C@H]1CN(CC[C@H]1NC(=O)c2c(c(c([nH]2)C)Cl)C#N)c3nc(c(s3)C(=O)O)c4ncnn4C,12/9/2008,0.0058,,,0.78,2.7,0.22,,,,,
AZ1893,CCCO[C@H]1CN(CC[C@H]1NC(=O)c2c(c(c([nH]2)C)Cl)C#N)c3nc(c(s3)C(=O)O)c4c(cccn4)F,12/9/2008,0.00183,,,<0.2,3.7,-0.09,,,,,
AZ1894,CCCO[C@H]1CN(CC[C@H]1NC(=O)c2c(c(c([nH]2)C)Cl)C#N)c3nc(c(s3)C(=O)O)c4cnccn4,12/9/2008,0.00482,,,<0.2,4.7,1.08,,,,,
AZ1895,CCO[C@H]1CN(CC[C@H]1NC(=O)c2cc(c([nH]2)C)Cl)c3nc(c(s3)C(=O)O)c4c(cccn4)F,12/9/2008,0.0152,,,0.78,8.6,-0.03,,,,,
AZ1896,CCO[C@H]1CN(CC[C@H]1NC(=O)c2cc(c([nH]2)C)Cl)c3nc(c(s3)C(=O)O)c4cnccn4,12/9/2008,0.0378,,0.5,1.314,7.7,0.28,,,,,12.64; 4.21
AZ1897,CCCO[C@H]1CN(CC[C@H]1NC(=O)c2cc(c([nH]2)C)Cl)c3nc(c(s3)C(=O)O)c4nccn4CCOC,12/17/2008,>0.451,,,>25.02,10.75,1.77,,,,,
AZ1898,CCCO[C@H]1CN(CC[C@H]1NC(=O)c2c(c(c([nH]2)C)Cl)Cl)c3nc(c(s3)C(=O)O)c4nccn4CCOC,12/17/2008,0.00158,,,<0.2,1.1,>3,,,,,
AZ1899,CCCO[C@H]1CN(CC[C@H]1NC(=O)c2c(c(c([nH]2)C)Cl)C#N)c3nc(c(s3)C(=O)O)c4nccn4CCOC,12/17/2008,8.58,,,200,3.1,2.44,,,,,
AZ1900,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4cnc(cn4)N5CCCCC5)Cl)Cl,12/18/2008,0.00225,,,<0.2,<1,>2.5,,,,,
AZ1901,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4cnc(cn4)N5CCOCC5)Cl)Cl,12/18/2008,0.00122,,,<0.2,<1,>3,,,,,
AZ1902,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4cnc(cn4)NCCN5CCCC5=O)Cl)Cl,1/5/2009,0.00132,,,<0.2,1.5,2.34,,,,,
AZ1903,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4cnc(cn4)NCCOC)Cl)Cl,1/5/2009,0.00113,,,<0.2,1.2,2.14,,,,,
AZ1904,CCCO[C@H]1CN(CC[C@H]1NC(=O)c2cc(c([nH]2)C)Cl)c3nc(c(s3)C(=O)O)c4ncnn4C,1/5/2009,0.05,,,1.56,5.8,-0.04,,,,,
AZ1905,CCCO[C@H]1CN(CC[C@H]1NC(=O)c2cc(c([nH]2)C)Cl)c3nc(c(s3)C(=O)O)c4c(cccn4)F,1/5/2009,0.014,,,0.39,5.5,0.18,,,,,
AZ1906,CCCO[C@H]1CN(CC[C@H]1NC(=O)c2cc(c([nH]2)C)Cl)c3nc(c(s3)C(=O)O)c4cnccn4,1/5/2009,0.0173,,,0.39,6.1,0.77,,,,,
AZ1907,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4cnc(cn4)N5CCN(CC5)CC6CCCO6)Cl)Cl,1/15/2009,0.00196,,,<0.2,1,>2.5,,,,,
AZ1908,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4cnc(cn4)N5CCN(CC5)CC(C)C)Cl)Cl,1/21/2009,0.00204,,,<0.2,<1,>2.5,,,,,
